number_of_reviews,price_range,ratingValue,name,address
20 reviews,$60,3.7,Pok Pok NY,"117 Columbia Street, Brooklyn, NY 11231"
10 reviews,$25,4.6,Choice Market,"318 Lafayette Avenue, Brooklyn, NY 11238"
15 reviews,$70,3.9,Casa Enrique,"5-48 49th Avenue, Queens, NY 11101"
14 reviews,$40,3.7,Mokbar,"Chelsea Market, 75 9th Avenue, New York, NY 10011"
17 reviews,$55,3.9,Serafina Fabulous Pizza,"1022 Madison Avenue, New York, NY 10075"
14 reviews,$60,4.0,Westville,"246 W 18th Street, New York, NY 10011"
10 reviews,$75,4.0,Mable's Smokehouse & Banquet Hall,"44 Berry Street, Brooklyn, NY 11249"
9 reviews,$80,3.6,Lavo,"39 E 58th Street, NY 10022"
15 reviews,$10,-,Belmari's,"59 West 170 Street, Bronx, NY, NY 10452"
18 reviews,$70,3.8,Papatzul,"55 Grand Street, New York, NY 10013"
17 reviews,$75,3.6,The Fat Radish,"17 Orchard Street, New York, NY 10002"
28 reviews,$40,4.2,Seva,"30-07 34th Street, Queens, NY 11103"
22 reviews,$50,3.7,Blend,"47-04 Vernon Boulevard, Queens, NY, NY 11101"
22 reviews,$70,3.8,Paulie Gee's,"60 Greenpoint Avenue, New York, NY 11222"
14 reviews,$75,4.5,Bel Aire,"31-91 21st Street, Astoria, NY 11106"
22 reviews,$70,3.8,Radegast Hall & Beer Garden,"113 North 3rd Street, Brooklyn, NY 11211"
16 reviews,$60,3.8,Ted's Montana Grill,"110 W 51st Street, 6th Street, New York, NY 10020"
21 reviews,$40,3.5,Maison Kayser,"921 Broadway, New York, NY 10010"
6 reviews,$80,4.1,Sammy's Fish Box,"41 City Island Avenue, NY 10464"
16 reviews,$20,3.1,Brooklyn Ice Cream Factory,"97 Commercial Street, Brooklyn, NY 11222"
17 reviews,$15,4.1,Brooklyn Bagel & Coffee Company,"286 8th Avenue, New York, NY 10001"
15 reviews,$250,3.9,La Grenouille,"3 E 52nd Street, New York, NY 10022"
21 reviews,$60,3.8,Soba Totto,"211 E 43rd Street, New York, NY 10017"
19 reviews,$75,3.6,Shopsin's General Store,"120 Essex Street, New York, NY 10002"
19 reviews,$60,4.2,Sac's Place,"25-41 Broadway, Astoria, NY 11106"
23 reviews,$100,3.5,Good,"89 Greenwich Avenue, New York, NY 10014"
23 reviews,$120,3.6,Kin Shop,"469 6th Avenue, New York, NY 10011"
13 reviews,$50,3.3,Cafe Turko,"900 North 34th Street, WA 98103"
1 Review,$13,3.1,Andersen Bakery,"Westfield Oakridge, 925 Blossom Hill Road, San Jose, CA 95123"
20 reviews,$50,3.1,Quality Athletics,"121 S King Street, Seattle, WA 98104"
11 reviews,$50,3.3,mkt.,"2108 North 55th Street, Seattle, WA 98103"
11 reviews,$70,3.4,Artusi,"1535 14th Avenue, Seattle, WA 98122"
11 reviews,$30,3.3,Chocolate Box,"106 Pine Street, Seattle, WA 98101"
10 reviews,$10,3.5,Theo Chocolate,"3400 Phinney Avenue N, Seattle, WA 98103"
14 reviews,$25,3.5,Potbelly Sandwich Shop,"1429 4th Avenue, Seattle, WA 98101"
11 reviews,$15,3.7,Full Tilt Ice Cream,"9629 16th Avenue SW, Seattle, WA 98106"
16 reviews,$40,3.5,Mirch Masala,"213 Broadway E, Seattle, WA 98102"
8 reviews,$40,3.7,Shanty Cafe,"350 Elliott Avenue West, Seattle, WA 98119"
14 reviews,$35,3.6,Thai Fusion Restaurant & Lounge,"15 Nickerson Street Suite A, Seattle, WA 98109"
14 reviews,$45,3.5,The Blue Glass,"704 NW 65th Street, Seattle, WA 98117"
12 reviews,$50,3.2,The Sexton,"5327 Ballard Avenue NW, Seattle, WA 98107"
13 reviews,$50,3.1,Frolik Kitchen - Motif Seattle,"Motif Seattle, 1415 5th Avenue, Seattle, WA 98101"
15 reviews,$25,3.5,Pecado Bueno,"4307 Fremont Avenue North, Seattle, WA 98103"
12 reviews,$25,3.5,The Swinery,"3207 California Avenue SW, Seattle, WA 98116"
10 reviews,$45,3.6,The Noble Fir,"5316 Ballard Avenue NW, Seattle, WA 98107"
11 reviews,$40,3.3,Alki Cafe,"2726 Alki Avenue SW, Seattle, WA 98116"
11 reviews,$25,3.5,Grateful Bread,"7001 35th Avenue NE, Seattle, WA 98115"
12 reviews,$55,3.2,The Gerald,"5210 Ballard Avenue NW, Seattle, WA 98107"
8 reviews,$25,3.6,Li'l Woody's,"1211 Pine Street, Seattle, WA 98122"
26 reviews,$100,3.1,Al Boccalino,"1 Yesler Way, Seattle, WA 98104"
11 reviews,$35,3.5,Queen Anne Cafe,"2121 Queen Anne Avenue N, Seattle 98109"
18 reviews,$50,3.3,Kasbah Moroccan Restaurant & Hookah Lounge,"1471 NW 85th Street, Seattle, WA 98117"
12 reviews,$40,3.3,Americana,"219 Broadway East, Seattle, WA 98102"
23 reviews,$35,3.4,COA Mexican Eatery and Tequileria,"7919 Roosevelt Way NE, Seattle, WA 98115"
10 reviews,$30,3.2,Ping's Dumpling House,"508 South King Street, Seattle, WA 98104"
13 reviews,$40,3.7,India Bistro,"Roosevelt Court, 6417 Roosevelt Way NE, WA 98115"
8 reviews,$25,4.2,Nikko Teriyaki,"4710 42nd Avenue SW, WA 98116"
16 reviews,$75,3.8,Queen Margherita,"3111 W McGraw Street Suite 103, Seattle, WA 98199"
23 reviews,$30,3.2,Sound View Cafe,"Pike Place Market, 1501 Pike Place Suite 501, Seattle, WA 98101"
1 Review,$20,3.1,Bakery Mexico,"87 E Santa Clara Street, San Jose, CA 95113"
1 Review,$20,3.5,Maple Leaf Donuts,"1110 Saratoga Avenue, San Jose, CA 95129"
1 Review,$30,3.3,Wendy's,"1405 Monterey Road, San Jose, CA 95110"
1 Review,$35,-,Bray Butcher Block And Bistro,"San Pedro Square Market, 100 N Almaden Avenue, Suite 182, San Jose, CA 95110"
1 Review,$45,2.9,El Pirrin,"1900 East San Antonio Street, East San Jose, San Jose, CA 95116"
1 Review,$25,-,New Sam Kee,"1942 Aborn Road, San Jose, CA 95121"
2 reviews,$20,2.7,Southern Kitchen,"3378 Monterey Road, San Jose, CA 95111"
1 Review,$25,3.0,Tai Pan Dim Sum Bakery,"477 Saratoga Avenue, San Jose, CA 95129"
1 Review,$35,2.8,The Sandwich Spot,"5126 Stevens Creek Boulevard, San Jose, CA 95051"
1 Review,$40,-,Com Tam Thien Huong,"1759 Capitol Expressway, San Jose, CA 95121"
1 Review,$80,3.4,Great Wall Chinese,"1409 Bird Avenue, San Jose, CA 95125"
1 Review,$25,3.1,Summit Steakhouse,"399 Silicon Valley Boulevard, San Jose, CA 95138"
1 Review,$20,2.5,Arepa & Mas,"San Pedro Square Market, 87 N San Pedro Street, San Jose, CA 95110"
2 reviews,$25,-,MOD Pizza,"5263 Prospect Road, San Jose, CA 95129"
9 reviews,$45,3.4,Pad Thai,"1201 Barbara Jordan Boulevard, Suite 1220, Austin, TX 78723"
12 reviews,$30,4.1,Moonlight Cafe,"1919 S Jackson Street, Seattle, WA 98144"
13 reviews,$15,3.5,Sunlight Cafe,"6403 Roosevelt Way NE, WA 98115"
9 reviews,$50,3.5,Tempero do Brasil,"5628 University Way NE, Seattle, WA 98105"
11 reviews,$30,3.6,Twilight Exit,"2514 East Cherry Street, Seattle, WA 98122"
5 reviews,$37,3.5,The George & Dragon Pub,"206 N 36th Street, Seattle, WA 98103"
18 reviews,$50,3.4,Chutneys Bistro,"1815 N 45th Street Suite 103, Seattle, WA 98103"
16 reviews,$50,3.8,Kozue Japanese Restaurant,"1608 North 45th Street, Seattle, WA 98103"
20 reviews,$60,2.9,BluWater Bistro,"102 Lakeside Avenue, Seattle, WA 98122"
20 reviews,$40,3.6,Jewel of India,"4735 University Way NE, University District, Seattle, WA 98105"
13 reviews,$25,3.7,Taqueria Tequila,"301 NW 85th Street, Seattle, WA 98117"
13 reviews,$55,3.3,Brimmer & Heeltap,"425 NW Market Street, Seattle, WA 98107"
9 reviews,$30,3.2,Mammoth,"2501 Eastlake Avenue East, Seattle, WA 98102"
13 reviews,$20,3.6,Uli's Famous Sausage,"1511 Pike Place, Seattle, WA 98101"
11 reviews,$20,3.8,Michou,"Pike Place Market, 1904 Pike Place, Seattle, WA 98101"
15 reviews,$45,3.5,Tini Bigs Lounge,"100 Denny Way, Seattle, WA 98109"
11 reviews,$25,4.2,Ichiro Sushi and Teriyaki,"2434 32nd Avenue W, Seattle, WA 98199"
19 reviews,$45,3.7,Bai Pai,"2316 NE 65th Street, Seattle, WA 98115"
13 reviews,$45,3.3,Pizza Pi Vegan Pizzaeria,"5500 University Way NE, Seattle, WA 98105"
21 reviews,$50,3.1,Osteria Rigoletto,"420 Pontius Avenue North, Seattle, WA 98109"
11 reviews,$75,3.3,9 Million in Unmarked Bills,"3507 Fremont Place North, Seattle, WA 98103"
19 reviews,$120,3.3,The Grill From Ipanema,"2313 1st Avenue, WA 98121"
10 reviews,$75,3.7,Jae's Asian Bistro and Sushi,"2801 East Madison Street, Seattle, WA 98112"
11 reviews,$65,3.0,Ballard Annex Oyster House,"5410 Ballard Avenue NW, Seattle, WA 98107"
5 reviews,$40,3.3,Whole Foods Market,"2210 Westlake Avenue North, Seattle, WA 98121"
14 reviews,$30,3.7,Red Mill Totem House,"3058 NW 54th Street, Seattle, WA 98107"
9 reviews,$50,3.7,Olympia Pizza & Spaghetti House,"516 15th Avenue East, Seattle, WA 98112"
16 reviews,$30,3.8,Mykonos Greek Grill,"310 NE 72nd Street, Seattle, WA 98115"
11 reviews,$60,3.4,Stateside,"300 East Pike Street, Seattle, WA 98122"
10 reviews,$40,3.5,Costas Restaurant,"4559 University Way NE, Seattle 98105"
1 Review,$13,-,Matcha Love,"675 Saratoga Avenue, San Jose, CA 95129"
11 reviews,$30,3.3,Miyabi Sushi,"2208 North 45th Street, Seattle, WA 98103"
8 reviews,$20,3.5,Tom's Tabooley,"2928 Guadalupe Street, Austin, TX 78705"
5 reviews,$30,3.7,Hoa Hoa,"2025 Guadalupe Street, Suite 254, Second Floor, TX 78705"
7 reviews,$20,3.5,Macho Taco,"12110 Manchaca Road, Suite 102, Austin, TX 78748"
7 reviews,$25,3.6,Strange Brew Coffee Shop,"5326 Manchaca Road, Austin, TX 78745"
9 reviews,$30,3.7,Four Seasons Chinese,"14735 Bratton Lane, Austin, TX 78728"
13 reviews,$80,3.4,The Carillon - AT&T Conference Center Hotel,"1900 First Floor University Avenue, Austin, TX 78705"
8 reviews,$30,3.8,Cheko's Mexican Restaurant,"1304 W Koenig Lane, TX 78756"
5 reviews,$30,3.2,East Side King,"2538 Guadalupe Street, Austin, TX 78705"
11 reviews,$35,3.3,Pelns,"802 Red River Street, Austin, TX 78701"
13 reviews,$75,3.2,Zacks American Bistro,"5145 FM 620 N, Building C, Austin, TX 78732"
6 reviews,$80,3.1,Dave and Busters,"9333 Research Boulevard, Austin, TX 78759"
9 reviews,$35,3.4,B.B. Rover's Cafe & Pub,"12636 Research Boulevard, Suite B 101, Austin, TX 78759"
10 reviews,$25,3.7,Little China,"1921 Cedar Bend Drive, Suite 101, Austin, TX 78758"
7 reviews,$20,-,Hay Elotes,"1200 W Howard Lane, Austin, TX 78753"
8 reviews,$50,3.6,Texas Roadhouse,"15415 I - 35 Service Road N, Austin, TX 78660"
8 reviews,$35,3.2,Cafe 1626,"11600 Manchaca Road, Austin, TX 78748"
13 reviews,$45,3.3,Mesa Rosa,"10700 Anderson Mill Road, Austin, TX 78750"
6 reviews,$45,3.2,Capt. Bennys,"5700 IH 35, TX 78751"
2 reviews,$45,3.3,Taj Palace,"6700 Middle Fiskville Road, Suite 406, TX 78752"
6 reviews,$35,3.1,"Thai, How Are You?","2100 Guadalupe Street, Austin, TX 78705"
8 reviews,$35,3.2,The Original New Orleans Po-Boy and Gumbo Shop,"1806 E 12th Street, Austin, TX 78702"
5 reviews,$35,3.5,Conans Pizza,"2018 W Stassney Lane, Austin, TX 78745"
6 reviews,$30,3.4,Luke's Inside Out,"1109 S Lamar Boulevard, Austin, TX 78704"
10 reviews,$30,3.2,Snap Kitchen,"1014 W 6th Street, TX 78703"
9 reviews,$10,3.5,Sweet Treets,"6705 US 290 W, Suite 601, Austin, TX 78735"
10 reviews,$45,3.5,Bombay Grill Indian Restaurant,"3201 Bee Cave Road, Suite 148, Austin, TX 78746"
6 reviews,$15,3.6,Niki's Pizza,"1100 Center Ridge Drive, Suite 320, Austin, TX 78753"
4 reviews,$25,3.3,JuiceLand,"4500 Duval Street, Austin, TX 78751"
18 reviews,$35,4.2,Donovan's Pub,"57-24 Roosevelt Avenue, Queens, NY 11377"
1 Review,$13,3.6,Victor's Taqueria,"844 S Winchester Boulevard,  San Jose, CA 95128"
1 Review,$35,2.4,TK Noodle,"261 E William Street, San Jose, CA 95112"
1 Review,$25,3.1,Olives,"2567 North First Street, San Jose, CA 95131"
1 Review,$13,3.0,Main Street Bagels,"1708 Oakland Road, Suite 600, San Jose, CA 95131"
1 Review,$15,3.2,Lupes Taqueria,"5899 Santa Teresa Boulevard, San Jose, CA 95123"
1 Review,$43,3.1,Orange Julius,"Westfield Oakridge, 925 Blossom Hill Road, San Jose, CA 95123"
2 reviews,$30,3.4,Tacos Al Pastor,"6469 South San Jose Expressway, San Jose, CA 95120"
1 Review,$25,3.1,Taqueria San Jose,"235 E Santa Clara Street, San Jose, CA 95113"
1 Review,$25,3.2,Burrito Factory,"2055 Camden Avenue, San Jose, CA 95124"
1 Review,$35,3.3,Jade Garden,"3479 McKee Road, San Jose, CA 95127"
1 Review,$35,3.0,Cafe Stritch,"374 S 1st Street, San Jose, CA 95113"
2 reviews,$30,3.2,Boda,"2868 Story Road, San Jose, CA 95127"
1 Review,$25,2.9,Angies Pizza,"1535 South Winchester Boulevard, San Jose, CA 95128"
1 Review,$13,2.5,Cao Nguyen,"2549 South King Road, Suite 16, San Jose, CA 95122"
1 Review,$30,-,Quan Hue Restaurant,"1818 Tully Road, Suite 116, San Jose, CA 95122"
1 Review,$15,3.0,Mi Chalateca Pupuseria,"4161 Hamilton Avenue, San Jose, CA 95130"
1 Review,$35,2.8,Los Garcias,"1390 Oakland Road, San Jose, CA 95112"
7 reviews,$15,3.4,Jersey Mike's Subs,"10001 Research Boulevard, Suite 170,, TX 78759"
14 reviews,$40,4.0,Chaiyo Thai Cuisine,"11749 15th Avenue NE, Seattle, WA 98125"
11 reviews,$60,3.9,Salvatore Ristorante Italiano,"6100 Roosevelt Way NE, Seattle, WA 98115"
12 reviews,$130,3.4,Morton's,"1511 6th Avenue, Seattle, WA 98101"
10 reviews,$30,4.0,El Ranchon,"3416 West McGraw Street, Seattle, WA 98199"
12 reviews,$20,3.3,Uwajimaya,"600 5th Avenue South, Seattle, WA 98104"
10 reviews,$30,3.5,Chelan Cafe,"3527 Chelan Avenue SW, Seattle, WA 98106"
14 reviews,$35,3.5,Phnom Penh Noodle House,"660 South King Street, Seattle, WA 98104"
8 reviews,$25,3.4,Silence-Heart-Nest,"3508 Fremont Place North, Seattle, WA 98103"
7 reviews,$30,3.4,Big Time Brewery & Alehouse,"4133 University Way NE, Seattle, WA 98105"
13 reviews,$25,3.4,Bagel Oasis,"2112 NE 65th Street, Seattle, WA 98115"
13 reviews,$13,3.8,Proletariat Pizza,"9622 16th Avenue SW Suite A, Seattle, WA 98106"
8 reviews,$25,3.9,Scooter's Burgers,"5802 24th Avenue NW, Seattle, WA 98107"
1 Review,$50,3.1,itadakimasu,"4743 Brooklyn Avenue NE, Seattle, WA 98105"
16 reviews,$60,3.6,Yanni's Greek Restaurant,"7419 Greenwood Avenue North, Seattle, WA 98103"
9 reviews,$45,3.2,Yard House,"1501 4th Avenue, Seattle, WA 98101"
9 reviews,$30,3.6,Marinepolis Sushi Land,"803 5th Avenue North, Seattle, WA 98109"
13 reviews,$10,3.5,Trophy Cupcakes,"University Village, 2612 NE Village Lane, Seattle, WA 98105"
13 reviews,$20,3.5,Le Rve,"1805 Queen Anne Avenue N Suite 100, Seattle, WA 98109"
10 reviews,$25,3.7,Mr. Gyros,"5522 20th Avenue NW, WA 98107"
13 reviews,$35,3.4,The Fat Hen,"1418 NW 70th Street, Seattle, WA 98117"
9 reviews,$45,3.4,Attic Ale House & Eatery,"4226 East Madison Street, Seattle, WA 98112"
6 reviews,$20,3.5,Caff Fior,"5405 Leary Avenue NW, WA 98107"
6 reviews,$20,3.4,Cafe Solstice,"4116 University Way NE, Seattle, WA 98105"
15 reviews,$100,3.3,Teatro Zinzanni,"222 Mercer Street, Seattle, WA 98109"
8 reviews,$50,3.5,Kanpai,"900 8th Avenue, Seattle, WA 98104"
9 reviews,$50,3.1,Tray Kitchen,"4012 Leary Way NW, Seattle, WA 98107"
10 reviews,$25,3.7,Malena's Taco Shop,"2010 NW 56th Street, Seattle, WA 98107"
9 reviews,$40,3.2,Captain Blacks,"129 Belmont Avenue E, Seattle, WA 98102"
11 reviews,$45,3.8,Bay Cafe,"Fisherman's Terminal, 1900 W Nickerson Street, Seattle, WA 98119"
5 reviews,$25,3.5,Austin Terrier,"3435 Greystone Drive, Austin, TX 78731"
16 reviews,$20,4.0,Amy's Bread,"75 9th Avenue, New York, NY 10011"
9 reviews,$50,3.4,Houndstooth Pub,"520 8th Avenue, New York, Theater District, New York City, NY 10018"
22 reviews,$25,4.1,Georgetown Cupcake,"111 Mercer Street, Between Spring & Prince Streets,  New York, NY 10012"
23 reviews,$20,3.7,Otafuku,"220 E 9th Street, NY 10003"
18 reviews,$30,3.5,Brgr,"287 7th Avenue, New York, NY 10001"
20 reviews,$90,3.6,Bull and Bear Prime Steakhouse,"540 Lexington Avenue, New York, NY 10022"
11 reviews,$20,4.0,Financier Patisserie,"62 Stone Street, New York, NY 10004"
8 reviews,$100,3.2,Byblos Restaurant,"80 Madison Avenue, New York, NY 10016"
12 reviews,$75,4.0,La Lanterna di Vittorio,"129 Macdougal Street, New York, NY 10012"
5 reviews,$25,3.6,Faicco's,"260 Bleecker Street, New York, NY 10014"
15 reviews,$80,3.7,Luna Piena Ristorante Italiano,"243 E 53rd Street, New York, NY 10022"
12 reviews,$100,3.8,The Cornelia Street Caf,"29 Cornelia Street, New York, NY 10014"
14 reviews,$110,3.9,The Mermaid Inn,"568 Amsterdam Avenue, New York, NY 10024"
10 reviews,$275,3.7,Atera,"77 Worth Street, New York, NY 10013"
6 reviews,$120,3.1,Petit Poulet,"52 W 33rd Street, New York, NY 10016"
27 reviews,$80,3.9,Hourglass Tavern,"373 W 46th Street, NY 10036"
10 reviews,$80,4.1,London Lennie's,"63-88 Woodhaven Boulevard, Rego Park, NY 11374"
9 reviews,$150,4.0,Il Vagabondo,"351 E 62nd Street, New York, NY 10021"
12 reviews,$30,3.8,Dean & Deluca,"575 Broadway, New York, NY 10012"
20 reviews,$85,3.2,Don Coqui,"2818 31st Street, Astoria, NY 11102"
19 reviews,$70,3.7,The Green Table,"Chelsea Market, 75 9th Avenue, New York, NY 10011"
22 reviews,$100,3.6,Ladure,"398 W Broadway, New York, NY 10012"
19 reviews,$75,4.0,Cara Mia,"654 9th Avenue, New York, NY 10036"
23 reviews,$80,3.6,Tipsy Parson,"156 Ninth Avenue, New York, NY 10011"
5 reviews,$50,3.0,99 Favor Taste,"285 Grand Street, New York, NY 10002"
13 reviews,$120,4.0,Ocean Grill,"384 Columbus Avenue, New York, NY 10024"
8 reviews,$60,3.8,Westville,"173 Avenue A, New York, NY 10009"
10 reviews,$100,4.0,Hillstone,"378 Park Avenue S, New York, NY 10010"
12 reviews,$25,3.8,Moustache,"90 Bedford Street, New York, NY 10014"
32 reviews,$70,4.0,Capizzi,"547 9th Avenue, New York, NY 10018"
1 Review,$25,2.9,My Happy Kitchen,"3617 Union Avenue, San Jose, CA 95124"
1 Review,$30,3.0,Philly's,"2561 North 1st Street, San Jose, CA 95131"
1 Review,$40,-,Wings Dip,"916 Meridian Avenue, San Jose, CA 95126"
1 Review,$20,3.0,Mexico Lindo,"11 Race Street, San Jose, CA 95126"
1 Review,$60,-,Burger King,"2170 Monterey Hwy, San Jose, CA 95112"
1 Review,$40,-,Takai Sushi and Sake Bar,"170 S Market Street, San Jose, CA 95113"
7 reviews,$25,3.4,Smokey J's Barbeque,"7008 N Ranch Road 620, Austin, TX 78732"
5 reviews,$40,3.3,El Azteca,"2600 E 7th Street, Austin, TX 78702"
4 reviews,$25,3.2,Buzzmill Coffee,"1505 Town Creek Drive, Austin, TX 78741"
9 reviews,$30,3.3,Teji's Indian Restaurant,"2100 B Guadalupe Street, Austin, TX 78705"
4 reviews,$30,3.4,Olive Garden,"12827 Ranch Road 620 N, Austin, TX 78750"
5 reviews,$15,3.2,Drink Well,"207 E 53rd Street, Austin, TX 78751"
4 reviews,$30,3.4,Jimmy John's,"515 Congress Avenue, Austin, TX 78701"
8 reviews,$25,3.3,Wings 'N More,"1200 W Howard Lane, Austin, TX 78753"
6 reviews,$40,3.7,Dan's Hamburgers,"844 Airport Boulevard, TX 78702"
6 reviews,$25,2.7,RC Fowlers,"12233 N RR 620, Austin, TX 78750"
3 reviews,$25,3.5,Pei Wei,"12901 IH 35 N, Suite 1540, Austin, TX 78753"
13 reviews,$60,3.6,Chief's BBQ,"7811 S 1st Street, TX 78745"
3 reviews,$35,3.1,Winebelly,"519 W Oltorf Street, Austin, TX 78704"
8 reviews,$70,3.6,Vazquez Restaurant,"915 E Braker Lane, TX 78753"
6 reviews,$15,3.3,Gloria's,"300 W 6th Street, Suite 100, Austin, TX 78701"
7 reviews,$20,3.8,Shipley Do-Nuts,"10019 W Parmer Lane, Suite 100, Austin, TX 78717"
10 reviews,$10,3.3,Maoz,"4601 N Lamar Boulevard, TX 78756"
1 Review,$35,-,Guerrero Roasted Corn,"9717 N Lamar Boulevard, Austin, TX 78753"
9 reviews,$25,3.1,Thunderbird Coffee,"1401 Koenig Lane, TX 78756"
5 reviews,$30,-,The Rolling Rooster,"1716 W Howard Lane, Austin, TX 78728"
7 reviews,$45,3.3,Las Cazuelas Mexican,"1701 E Cesar Chavez Street, Austin, TX 78702"
6 reviews,$50,3.1,Broken Spoke,"3201 S Lamar Boulevard, Austin, TX 78704"
5 reviews,$40,3.0,Baby Acapulco,"1705 S Lakeshore Boulevard, Austin, TX 78741"
6 reviews,$20,3.0,El Mercado,"1302 S 1st Street, Austin, TX 78704"
7 reviews,$10,3.4,VertsKebap,"2530 Guadalupe Street, Austin, TX 78705"
8 reviews,$50,3.4,Thai Taste,"7010 W State Hwy 71, Suite 180, Austin, TX 78735"
13 reviews,$25,3.7,KC Donuts,"8106 Brodie Lane, Suite 105, Austin TX, TX 78745"
20 reviews,$75,4.1,Francisco & Giovanni's Pine,"1913 Bronxdale Avenue, Bronx, NY 10462"
7 reviews,$35,3.7,Nanking Chinese,"13450 Research Boulevard, Suite 118, Austin, TX 78750"
12 reviews,$30,3.3,Asiana Indian Cuisine,"801 E William Cannon Drive, Suite 205, Austin, TX 78745"
4 reviews,$25,3.0,Fat Sal's,"2604 Guadalupe Street, Austin, TX 78705"
3 reviews,$25,3.4,Russell's Bakery & Coffee Bar,"3339 Hancock Drive, TX 78731"
7 reviews,$30,3.4,Caf Mueller,"1801 E 51st Street, Austin, TX 78723"
9 reviews,$45,3.8,Bombay Bistro,"4200 S Lamar Boulevard, Austin, TX 78704"
3 reviews,$20,3.3,Freddy's Frozen Custard,"2602 W Pecan Street, Pflugerville, TX 78660"
4 reviews,$50,3.2,Craft Pride,"61 Rainey Street, Austin, TX 78701"
11 reviews,$45,3.7,Lotus Hunan,"3201 Bee Cave Road, Suite 109, TX 78746"
2 reviews,$20,3.4,Phoenicia Bakery & Deli,"2912 S Lamar Boulevard, Austin, TX 78704"
4 reviews,$45,3.3,Mongo Fire Grill,"12636 Research Boulevard, Suite A-110, Austin, TX 78759"
15 reviews,$25,2.2,Chi Chinese Buffet,"9900 Building O, Interstate Hwy 35 S, Suite 500, Austin, TX 78748"
4 reviews,$30,2.3,Wanfu 3,"13717 Burnet Road, Suite 450, TX 78727"
5 reviews,$110,3.2,Josephine House,"1204 W Lynn Street, Austin, TX 78703"
4 reviews,$40,3.1,Sherlock's Baker St. Pub & Grill,"9012 Research Boulevard, Austin, TX 78758"
7 reviews,$45,3.4,House Wine,"408 Josephine Street, Austin, TX 78704"
7 reviews,$30,3.0,Shake Shack,"1100 S Lamar Boulevard, Suite 2100, Austin, TX 78704"
4 reviews,$30,3.6,DoubleDave's Pizzaworks,"11900 Metric Boulevard, Suite F, Austin, TX 78758"
7 reviews,$30,3.3,PhoNatic,"2525 W Anderson Lane, Suite 280, Austin, TX 78757"
8 reviews,$20,3.4,Once Over Coffee Bar,"2009 S 1st Street, Austin, TX 78704"
12 reviews,$90,3.5,Nagoya Steak and Sushi,"11630 FM 620 N, TX 78750"
5 reviews,$30,3.2,El Jacalito,"2030 E Oltorf Street, Austin, TX 78741"
9 reviews,$50,3.1,Black Walnut Cafe,"10817 Ranch to Market Road 2222, Austin, TX 78730"
8 reviews,$30,3.2,The Egg & I,"14005 US 183, Suite 500, TX 78717"
7 reviews,$35,3.6,Shandeez Grill,"8863 Anderson Mill Road, Austin, TX 78729"
10 reviews,$30,3.1,Fujian Grand China Buffet,"8709 N Interstate Hwy 35, Austin, TX 78753"
4 reviews,$60,3.1,Outback Steakhouse,"11600 Research Boulevard, Austin, TX 78759"
7 reviews,$30,2.3,Picnik Austin,"1700 S Lamar Boulevard, Suite 400-B, Austin, TX 78704"
13 reviews,$25,4.0,Bread,"40 Kenmare Street, New York, NY 10012"
16 reviews,$75,3.8,Angel's Share,"8 Stuyvesant Street, New York, NY 10003"
24 reviews,$100,3.8,Balaboosta,"214 Mulberry Street, New York, NY 10012"
17 reviews,$50,3.7,Soho Park,"62 Prince Street, New York, NY 10012"
22 reviews,$90,3.9,Pellegrino's,"138 Mulberry Street, New York, NY 10013"
14 reviews,$50,3.3,Ivan Ramen,"25 Clinton Street, New York, NY 10002"
18 reviews,$275,3.5,Hakkasan,"311 W 43rd Street, New York, NY 10036"
16 reviews,$70,3.8,St Andrews Restaurant & Bar,"140 W 46th Street, New York, NY 10036"
15 reviews,$100,3.7,Emporio,"231 Mott Street, New York, NY 10012"
7 reviews,$40,4.0,The Grey Dog,"90 University Place, New York, NY, NY 10003"
17 reviews,$60,4.0,Island Burgers and Shakes,"766 9th Avenue, New York, NY 10019"
19 reviews,$75,4.0,Sweet Revenge,"62 Carmine Street, New York, NY 10014"
14 reviews,$55,3.6,Sushi of Gari 46,"347 W 46th Street, New York, NY 10036"
23 reviews,$75,4.0,Traif,"229 S 4th Street, Brooklyn, NY 11211"
18 reviews,$120,3.7,Cafe Sabarsky,"1048 5th Avenue, New York, NY 10028"
23 reviews,$55,3.8,Friedman's Lunch,"Chelsea Market, 75 9th Avenue, New York, NY 10011"
14 reviews,$150,3.9,Remi,"145 West 53rd Street, New York, NY 10019"
17 reviews,$120,3.6,Gato,"324 Lafayette Street, New York, NY 10012"
13 reviews,$100,4.0,Bar Tabac,"128 Smith Street, Brooklyn, NY 11201"
16 reviews,$120,3.8,Soto,"357 6th Avenue, New York, NY 10014"
14 reviews,$45,4.0,Grand Sichuan International,"229 9th Avenue, New York, NY 10001"
21 reviews,$55,3.8,Kellari Taverna,"19 W 44th Street, New York, NY 10036"
15 reviews,$30,4.0,Hummus Place,"305 Amsterdam Avenue, New York, NY 10023"
19 reviews,$250,3.9,Morton's The Steakhouse,"551 5th Avenue, New York, NY 10017"
20 reviews,$15,3.8,Sprinkles Cupcakes,"780 Lexington Avenue, New York, NY 10065"
24 reviews,$60,3.5,Mission Chinese Food,"171 East Broadway, New York, NY 10002"
12 reviews,$40,4.0,Fornino,"187 Bedford Avenue, Brooklyn, NY 11211"
10 reviews,$150,3.9,Palm,"840 2nd Avenue, New York, NY 10017"
