_id,ltable_ID,rtable_ID,ltable_name,ltable_address,ltable_ratingValue,ltable_price_range,ltable_number_of_reviews,rtable_name,rtable_address,rtable_ratingValue,rtable_price_range,rtable_number_of_reviews
1059,1631,48,la condesa,400 W 2nd St Austin TX 78701,3.5,$20,1073,la condesa,400 A W 2nd St Austin TX 78701,3.5,$80,54
1060,1631,137,la condesa,400 W 2nd St Austin TX 78701,3.5,$20,1073,lamberts downtown barbecue,401 W 2nd St Austin TX 78701,4.0,$100,81
1061,1634,329,noble sandwich,12233 RR 620 N Austin TX 78750,4.0,$5,286,noble sandwich co.,12233 Ranch Road 620 N Suite 105 Austin TX 78750,4.4,$30,38
1062,1634,2736,noble sandwich,12233 RR 620 N Austin TX 78750,4.0,$5,286,rc fowlers,12233 N RR 620 Austin TX 78750,2.7,$25,6
1063,1636,2777,black walnut café,10817 Ranch Road 2222 Austin TX 78730,3.5,$20,216,black walnut cafe,10817 Ranch to Market Road 2222 Austin TX 78730,3.1,$50,9
1064,1637,1091,freda’s seafood grille,10903 Pecan Park Blvd Austin TX 78750,4.0,$20,351,freda's seafood grille,10903 Pecan Park Blvd Austin TX 78750,3.7,$70,18
1065,1640,1485,the anthony,183 Bleecker St New York NY 10012,4.5,$45,8,by chloe,185 Bleecker St New York NY 10012,3.8,$40,17
1066,1642,806,diner,85 Broadway Brooklyn NY 11211,4.0,$20,644,diner,85 Broadway Brooklyn NY 11211,4.2,$60,19
1067,1642,1959,diner,85 Broadway Brooklyn NY 11211,4.0,$20,644,marlow & sons,81 Broadway Brooklyn NY 11211,4.0,$100,14
1068,1645,2776,el taquito,1713 E Riverside Dr Austin TX 78741,4.0,$5,270,el jacalito,2030 E Oltorf St Austin TX 78741,3.2,$30,5
1069,1646,910,dolce vita,4222 Duval St Austin TX 78751,4.0,$20,328,dolce vita,4222 Duval St Austin TX 78751,3.7,$30,10
1070,1648,38,fogo de chão brazilian steakhouse,309 E 3rd St Austin TX 78701,4.5,$45,579,fogo de cho,309 E 3rd St Austin TX 78701,4.1,$100,47
1071,1650,3157,caffe aragona,914 Congress Ave Austin TX 78701,4.5,$5,6,lavazza espression,914 Congress Avenue Austin TX 78701,2.8,$30,3
1072,1652,1019,bocaphê,222 Lafayette St New York NY 10012,4.0,$20,266,ed's lobster bar,222 Lafayette St New York NY 10012,4.0,$90,35
1073,1652,1227,bocaphê,222 Lafayette St New York NY 10012,4.0,$20,266,jack's wife freda,224 Lafayette St New York NY 10012,4.0,$60,28
1074,1652,1243,bocaphê,222 Lafayette St New York NY 10012,4.0,$20,266,morini osteria,218 Lafayette St New York NY 10012,3.9,$120,28
1075,1655,1588,yiwanmen,150 Mott St New York NY 10013,3.5,$5,12,shanghai caf,100 Mott St New York NY 10013,4.0,$35,32
1076,1663,1924,bar del corso,3057 Beacon Ave S Seattle WA 98144,4.0,$20,256,bar del corso,3057 Beacon Avenue South Seattle WA 98144,3.9,$45,21
1077,1667,1354,aloha ramen,3004 NE 127th St Seattle WA 98125,4.0,$5,642,aloha ramen,3004 NE 127th St Seattle WA 98125,3.9,$25,27
1078,1668,557,mashiko japanese restaurant & sushi bar,4725 California Ave SW Seattle WA 98116,4.0,$45,554,mashiko,4725 California Avenue SW Seattle WA 98116,4.0,$60,38
1079,1669,2553,the noble fir,5316 Ballard Ave NW Seattle WA 98107,4.0,$20,181,the noble fir,5316 Ballard Avenue NW Seattle WA 98107,3.6,$45,10
1080,1672,1076,el borrego de oro,3900 S Congress Ave Austin TX 78704,4.0,$5,197,el borrego de oro,3900 S Congress Avenue TX 78704,3.7,$50,9
1081,1674,1079,yellow jacket social club,1704 E 5th St Austin TX 78702,4.0,$5,312,yellow jacket social club,1704 E 5th St Austin TX 78702,3.4,$30,13
1082,1675,2756,asiana indian cuisine,801 E William Cannon Dr Austin TX 78745,4.5,$20,465,asiana indian cuisine,801 E William Cannon Drive Suite 205 Austin TX 78745,3.3,$30,12
1083,1675,3169,asiana indian cuisine,801 E William Cannon Dr Austin TX 78745,4.5,$20,465,tucci's southside subs,801 E William Cannon Drive Austin TX 78745,3.1,$25,5
1084,1676,2120,michi ramen,6519 N Lamar Blvd Austin TX 78752,4.0,$20,961,michi ramen,6519 N Lamar Blvd TX 78752,3.4,$40,7
1085,1677,2759,xian sushi and noodle,1801 E 51 St Austin TX 78723,4.0,$20,301,caf mueller,1801 E 51st St Austin TX 78723,3.4,$30,7
1086,1678,50,bartlett’s,2408 W Anderson Ln Austin TX 78757,4.0,$45,533,bartlett's,2408 W Anderson Lane Burnet Road Austin TX 78757,4.2,$100,43
1087,1679,1378,galaxy cafe,1000 W Lynn St Austin TX 78703,4.0,$20,310,galaxy cafe,1000 W Lynn St Austin TX 78703,3.8,$45,13
1088,1680,3184,the bridge,6301 California Ave SW Seattle WA 98136,4.0,$20,165,the bridge,6301 California Avenue SW Seattle WA 98136,3.2,$40,8
1089,1682,579,lopriore bros pasta bar,1530 Post Aly Seattle WA 98101,4.5,$5,185,rachel's ginger beer,1530 Post Alley Seattle WA 98101,3.8,$15,24
1090,1683,2958,red cow,1423 34th Ave Seattle WA 98122,4.0,$45,187,red cow,1423 34th Avenue Seattle WA 98122,3.2,$100,11
1091,1684,1005,la medusa,4857 Rainier Ave S Seattle WA 98118,4.0,$45,176,la medusa,4857 Rainier Avenue South Columbia City Seattle WA 98118,4.1,$55,22
1092,1687,288,westward,2501 N Northlake Way Seattle WA 98103,3.5,$20,411,westward,2501 North Northlake Way Seattle WA 98103,3.9,$70,29
1093,1688,627,cactus restaurants,4220 E Madison St Seattle WA 98112,4.0,$20,414,cactus,4220 East Madison St Seattle WA 98112,3.9,$45,36
1094,1689,2860,rogo’s restaurant & bar,3321 W McGraw St Seattle WA 98199,4.0,$20,41,kinnaree thai cuisine,3311 W McGraw St Seattle WA 98199,3.9,$35,9
1095,1692,1184,huong lan sandwich,1655 Tully Rd San Jose CA 95122,4.0,$5,848,huong lan sandwich,1655 Tully Road San Jose CA 95122,3.1,$25,3
1096,1694,974,thai spice,1102 Bird Ave San Jose CA 95125,3.5,$20,422,thai spice,1102 Bird Avenue Suite 10 San Jose CA 95125,3.6,$40,1
1097,1695,422,tomo sushi,5487 Snell Ave San Jose CA 95123,3.5,$20,222,tomo sushi,5487 Snell Avenue San Jose CA 95123,3.7,$25,7
1098,1696,1199,eat viet,3730 N 1st St San Jose CA 95134,3.5,$5,177,sendo sushi,3730 N 1st St San Jose CA 95134,3.3,$43,2
1099,1696,2370,eat viet,3730 N 1st St San Jose CA 95134,3.5,$5,177,the castle,3730 N 1st St San Jose CA 95134,3.0,$30,1
1100,1697,15,scrambl’z,5055 Almaden Expy San Jose CA 95118,4.0,$20,1355,scramblz,5055 Almaden Expressway San Jose CA 95118,4.0,$43,7
1101,1698,3043,corner pho,1190 Hillsdale Ave San Jose CA 95118,4.0,$5,194,taqueria la mordida,1190 Hillsdale Avenue San Jose CA 95118,3.1,$13,1
1102,1699,1858,grill em pizza & sports bar,497 Reynolds Cir San Jose CA 95112,4.0,$20,40,grill em pizza and sports bar,497 Reynolds Circle San Jose CA 95112,-,$15,1
1103,1700,104,el jardin tequila bar & ,368 Santana Row San Jose CA 95128,3.0,$20,775,village california,378 Santana Row San Jose CA 95128,3.9,$35,11
1104,1700,355,el jardin tequila bar & ,368 Santana Row San Jose CA 95128,3.0,$20,775,pasta pomodoro,378 Santana Row San Jose CA 95128,3.4,$55,5
1105,1700,756,el jardin tequila bar & ,368 Santana Row San Jose CA 95128,3.0,$20,775,el jardin tequila bar,368 Santana Row San Jose CA 95128,3.2,$80,7
1106,1700,1045,el jardin tequila bar & ,368 Santana Row San Jose CA 95128,3.0,$20,775,fantasia,378 Santana Row San Jose CA 95128,3.4,$15,1
1107,1701,106,bill’s cafe,1115 Willow St San Jose CA 95125,4.0,$20,1778,bill's cafe,1115 Willow St San Jose CA 95125,3.9,$30,4
1108,1701,414,bill’s cafe,1115 Willow St San Jose CA 95125,4.0,$20,1778,the table,1110 Willow St San Jose CA 95125,3.7,$85,6
1109,1702,2233,bill’s cafe,5631 Cottle Rd San Jose CA 95123,4.0,$20,595,bill's cafe,5629 Cottle Road San Jose CA 95123,-,$30,1
1110,1704,977,tofoo com chay,388 E Santa Clara St San Jose CA 95113,4.0,$5,878,curry pundits,30 E Santa Clara St San Jose CA 95113,-,$40,1
1111,1704,2068,tofoo com chay,388 E Santa Clara St San Jose CA 95113,4.0,$5,878,nick's,354 E Santa Clara St San Jose CA 95113,2.9,$13,1
1112,1704,3090,tofoo com chay,388 E Santa Clara St San Jose CA 95113,4.0,$5,878,dive bar,78 E Santa Clara St San Jose CA 95113,-,$25,1
1113,1707,574,kabul afghan cuisine,2301 N 45th St Seattle WA 98103,4.5,$20,301,kabul,2301 North 45th St Seattle WA 98103,3.6,$70,40
1114,1708,261,crab pot,1301 Alaskan Way Seattle WA 98101,3.0,$45,1507,crab pot,Pier 57 1301 Alaskan Way Seattle WA 98101,3.7,$60,112
1115,1709,74,metropolitan grill,820 2nd Ave Seattle WA 98104,4.0,$91,1255,metropolitan grill,820 2nd Avenue Seattle WA 98104,4.1,$95,87
1116,1710,2566,queen margherita pizza,3111 W McGraw St Seattle WA 98199,4.0,$20,88,queen margherita,3111 W McGraw St Suite 103 Seattle WA 98199,3.8,$75,16
1117,1710,2860,queen margherita pizza,3111 W McGraw St Seattle WA 98199,4.0,$20,88,kinnaree thai cuisine,3311 W McGraw St Seattle WA 98199,3.9,$35,9
1118,1712,558,skycity at the needle,400 Broad St Seattle WA 98109,3.5,$45,1328,skycity ,400 Broad St Seattle WA 98109,3.5,$130,59
1119,1713,291,nishino,3130 E Madison St Seattle WA 98112,4.5,$45,552,nishino,3130 East Madison St Seattle WA 98112,4.1,$75,38
1120,1714,388,marée bistro and bar,2820 Alki Ave SW Seattle WA 98116,4.5,$45,23,cactus,2820 Alki Avenue SW Seattle WA 98116,4.0,$40,31
1121,1715,264,jade garden,424 7th Ave S Seattle WA 98104,3.5,$20,1105,jade garden,424 7th Avenue South International District Seattle WA 98104,4.1,$35,73
1122,1724,976,pho to thi #1,5499 Snell Ave San Jose CA 95123,4.0,$5,31,pho my,5499 Snell Avenue San Jose CA 95123,3.7,$15,1
1123,1725,1110,ho ho chinese bbq,13000 N Ih-35 Austin TX 78753,4.0,$20,499,ho ho chinese bbq,13000 Building 6 IH 35 N Austin TX 78753,3.7,$35,20
1124,1725,1722,ho ho chinese bbq,13000 N Ih-35 Austin TX 78753,4.0,$20,499,first chinese bbq,10901 N Lamar Blvd Austin TX 78753,3.5,$40,13
1125,1726,3043,taqueria la mordida,1190 Hillsdale Ave San Jose CA 95118,4.0,$5,85,taqueria la mordida,1190 Hillsdale Avenue San Jose CA 95118,3.1,$13,1
1126,1729,1532,oliver’s twist,6822 Greenwood Ave N Seattle WA 98103,4.0,$20,289,oliver's twist,6822 Greenwood Avenue N Seattle WA 98103,3.6,$30,18
1127,1732,788,benito one,174 Mulberry St New York NY 10013,4.0,$20,386,grotta azzurra ristorante,177 Mulberry St New York NY 10013,3.9,$70,37
1128,1732,1955,benito one,174 Mulberry St New York NY 10013,4.0,$20,386,da nico,164 Mulberry St New York NY 10013,3.9,$100,30
1129,1735,2345,the grey dog,244 Mulberry St New York NY 10012,4.0,$20,369,parm,248 Mulberry St New York NY 10012,3.9,$70,31
1130,1735,2785,the grey dog,244 Mulberry St New York NY 10012,4.0,$20,369,balaboosta,214 Mulberry St New York NY 10012,3.8,$100,24
1131,1746,1676,the back room,153 W 57th St New York NY 10019,4.0,$45,113,russian tea room,150 W 57th St New York NY 10019,3.7,$150,30
1132,1749,1020,lam zhou handmade noodle,144 E Broadway New York NY 10002,4.0,$5,1016,golden unicorn,18 E Broadway New York NY 10002,4.0,$50,24
1133,1751,2881,pam’s kitchen,1715 N 45th St Seattle WA 98103,4.0,$20,140,chocolati caf,1716 N 45th St Seattle WA 98103,3.3,$15,13
1134,1752,2881,bodrum bistro anatolian kitchen,1712 N 45th St Seattle WA 98103,4.5,$20,57,chocolati caf,1716 N 45th St Seattle WA 98103,3.3,$15,13
1135,1753,2429,lloydmartin,1525 Queen Anne Ave N Seattle WA 98109,4.0,$45,135,lloyd martin,1525 Queen Anne Avenue North Seattle WA 98109,3.7,$130,18
1136,1754,268,tilth,1411 N 45th St Seattle WA 98103,4.0,$45,781,tilth,1411 North 45th St WA 98103,4.0,$85,76
1137,1759,615,brouwer’s cafe,400 N 35th St Seattle WA 98103,4.0,$20,839,brouwer's caf,400 North 35th St Seattle WA 98103,3.9,$50,41
1138,1764,1186,flamingo’s,469 Saratoga Ave San Jose CA 95129,4.0,$20,41,flamingos,469 Saratoga Avenue San Jose CA 95129,3.3,$30,1
1139,1766,22,pieology pizzeria,1095 East Brokaw Road San Jose CA 95131,4.0,$5,1380,pieology,1095 E Brokaw Road San Jose CA 95131,3.1,$50,2
1140,1766,2907,pieology pizzeria,1095 East Brokaw Road San Jose CA 95131,4.0,$5,1380,noah's bagels,1095 E Brokaw Road San Jose CA 95131,-,$20,1
1141,1767,2418,slake cafe,120 E 7th St Austin TX 78701,4.0,$5,187,slake cafe,120 E 7th St Austin TX 78701,3.1,$25,5
1142,1768,1054,the mini gourmet,599 S Bascom Ave San Jose CA 95128,3.5,$20,600,mini gourmet,599 S Bascom Avenue Willow Glen San Jose CA 95128,3.6,$20,1
1143,1770,1105,bufalina,1519 E Cesar Chavez Austin TX 78702,4.0,$20,353,bufalina,1519 E Cesar Chavez St Austin TX 78702,3.4,$50,9
1144,1771,2652,jade gardens chinese ,3479 McKee Rd San Jose CA 95127,4.0,$5,129,jade garden,3479 McKee Road San Jose CA 95127,3.3,$35,1
1145,1774,138,lua brazil,2600 E Cesar Chavez St Austin TX 78702,5.0,,7,juan in a million,2300 E Cesar Chavez St Austin TX 78702,4.0,$25,66
1146,1775,2109,hecho en mexico,6001 W William Cannon Dr Austin TX 78749,4.0,$20,386,hecho en mexico,6001 W William Cannon Drive Austin TX 78749,3.4,$30,16
1147,1779,550,elliott bay brewery & pub,4720 California Ave SW Seattle WA 98116,4.0,$20,371,elliott bay brewery & pub,4720 California Avenue SW Seattle WA 98116,4.1,$40,30
1148,1780,2583,moonlight cafe,1919 S Jackson St Seattle WA 98144,4.0,$5,315,moonlight cafe,1919 S Jackson St Seattle WA 98144,4.1,$30,12
1149,1783,2961,premier meat pies,305 Harrison St Seattle WA 98109,3.5,$5,61,skillet counter,305 Harrison St Seattle WA 98109,3.0,$30,13
1150,1784,501,im thai cuisine,5207 Brodie Ln Austin TX 78745,4.0,$5,344,sap's fine thai cuisine,4514 West Gate Blvd Austin TX 78745,4.1,$40,32
1151,1784,1881,im thai cuisine,5207 Brodie Ln Austin TX 78745,4.0,$5,344,im thai cuisine,5207 Brodie Lane Suite 200 Austin TX 78745,3.9,$50,20
1152,1786,132,arlo’s,900 Red River St Austin TX 78701,4.5,$5,277,iron works barbecue,100 Red River St Austin TX 78701,3.7,$30,57
1153,1790,917,julie’s handmade noodles,2512 Rio Grande St Austin TX 78705,4.0,$5,152,pluckers wing bar,2222 Rio Grande St Austin TX 78705,3.9,$25,11
1154,1793,2747,mission dogs,1701 E. Cesar Chavez St Austin TX 78702,4.5,$5,29,las cazuelas mexican,1701 E Cesar Chavez St Austin TX 78702,3.3,$45,7
1155,1795,666,taverna kyclades,3307 Ditmars Blvd Astoria NY 11105,4.0,$20,1604,taverna kyclades,33-07 Ditmars Blvd Astoria NY 11105,4.7,$100,35
1156,1802,163,nougatine at jean-georges,1 Central Park W New York NY 10023,4.0,$45,916,jean-georges,1 Central Park West New York NY 10023,4.3,$300,82
1157,1802,223,nougatine at jean-georges,1 Central Park W New York NY 10023,4.0,$45,916,jean-georges,1 Central Park West New York NY 10023,4.3,$300,82
1158,1802,1239,nougatine at jean-georges,1 Central Park W New York NY 10023,4.0,$45,916,nougatine,1 Central Park West New York NY 10023,3.7,$150,33
1159,1804,1200,isabella’s ,700 S Winchester Blvd San Jose CA 95128,3.5,$20,740,isabella's ,700 South Winchester Blvd San Jose CA 95128,3.1,$13,3
1160,1806,5,adelita’s taqueria,1896 Curtner Ave San Jose CA 95124,4.0,$5,871,adelita's,1896 Curtner Avenue San Jose CA 95124,4.2,$30,6
1161,1808,406,mccormick & schmick’s seafood & steaks,170 South Market St San Jose CA 95113,3.0,$45,927,bijan bakery & cafe,170 South Market St Suite 110 San Jose CA 95113,3.5,$13,7
1162,1808,2726,mccormick & schmick’s seafood & steaks,170 South Market St San Jose CA 95113,3.0,$45,927,takai sushi and sake bar,170 S Market St San Jose CA 95113,-,$40,1
1163,1810,3041,agave mexican grill,17 S 4th St San Jose CA 95112,4.5,$5,187,el agave mexican grill,17 S 4th St San Jose CA 95112,-,$30,1
1164,1811,1065,clover bakery &  café,4342 Moorpark Ave San Jose CA 95129,4.0,$5,602,clover bakery,4342 Moorpark Avenue San Jose CA 95129,3.4,$10,1
1165,1811,1277,clover bakery &  café,4342 Moorpark Ave San Jose CA 95129,4.0,$5,602,bijan bakery & cafe,441 Saratoga Avenue San Jose CA 95129,3.4,$20,2
1166,1812,3086,tu mero mole,2041 Woodard Rd San Jose CA 95124,4.5,$5,647,tu mero mole,2041 Woodard Road San Jose CA 95124,-,$25,1
1167,1813,1658,regal bagel,125 Bernal Rd San Jose CA 95119,4.5,$5,263,regal bagels,125 Bernal Road San Jose CA 95119,3.6,$43,2
1168,1813,2241,regal bagel,125 Bernal Rd San Jose CA 95119,4.5,$5,263,simpleviet,125 Bernal Road San Jose CA 95119,-,$13,1
1169,1815,2140,heartbeat cafe,14392 Union Ave San Jose CA 95124,4.0,$5,125,heartbeat cafe,14392 Union Avenue San Jose CA 95124,3.0,$10,1
1170,1816,596,mexican hot dogs,2770 Story Rd San Jose CA 95127,5.0,$5,26,mark's hot dogs,48 South Capitol Avenue San Jose CA 95127,3.9,$15,1
1171,1817,17,aqui cal-mex,5679 Snell Ave San Jose CA 95123,4.0,$20,486,aqui cal-mex,5679 Snell Avenue San Jose CA 95123,4.0,$45,10
1172,1818,749,the boiling crab,71 Curtner Ave San Jose CA 95125,3.5,$20,1600,the boiling crab,71 Curtner Avenue Suite 20 San Jose CA 95125,3.4,$43,4
1173,1825,1029,ruffian wine bar & chef’s table,125 E 7th St New York NY 10009,5.0,$20,94,big gay ice cream shop,125 E 7th St New York NY 10009,4.3,$20,39
1174,1825,1800,ruffian wine bar & chef’s table,125 E 7th St New York NY 10009,5.0,$20,94,pylos,128 E 7th St New York NY 10009,4.2,$50,14
1175,1829,1141,thai siam,8305 15th Ave NW Seattle WA 98117,4.0,$20,375,thai siam,8305 15th Avenue NW Seattle WA 98117,3.9,$30,28
1176,1830,1557,duke’s chowder house,2516 Alki Ave SW Seattle WA 98116,3.5,$20,360,duke's chowder house,2516 Alki Avenue SW Seattle WA 98116,3.5,$60,13
1177,1831,2467,zen noodle & cafe,4537A University Way NE Seattle WA 98105,3.5,$5,101,u:don fresh noodle station,4515 University Way NE Seattle WA 98105,3.5,$20,12
1178,1831,3105,zen noodle & cafe,4537A University Way NE Seattle WA 98105,3.5,$5,101,garam masala,4537 University Way NE Seattle WA 98105,3.5,$30,15
1179,1832,385,terra plata,1501 Melrose Ave Seattle WA 98122,4.0,$45,606,terra plata,1501 Melrose Avenue Seattle WA 98122,3.9,$65,32
1180,1834,2941,eureka!,2614 NE 46th St Seattle WA 98105,3.5,$20,357,eureka!,University Village 2614 NE 46th St Seattle WA 98105,3.0,$50,14
1181,1835,1126,bick’s broadview grill,10555 Greenwood Ave N Seattle WA 98133,4.0,$20,160,bick's broadview grill,10555 Greenwood Avenue N Seattle WA 98133,4.2,$45,23
1182,1836,891,8oz burger & co,1401 Broadway Seattle WA 98122,4.0,$20,1059,8oz burger & co.,1401 Broadway Seattle WA 98122,3.5,$45,23
1183,1838,1757,elliott bay public house & brewery,12537 Lake City Way NE Seattle WA 98125,4.0,$20,366,thai one on,12343 Lake City Way NE Seattle WA 98125,3.9,$30,27
1184,1838,1766,elliott bay public house & brewery,12537 Lake City Way NE Seattle WA 98125,4.0,$20,366,toyoda sushi,12543 Lake City Way NE Seattle WA 98125,4.1,$55,12
1185,1838,2439,elliott bay public house & brewery,12537 Lake City Way NE Seattle WA 98125,4.0,$20,366,elliott bay brewery & pub,12537 Lake City Way NE Seattle WA 98125,3.6,$30,14
1186,1838,2893,elliott bay public house & brewery,12537 Lake City Way NE Seattle WA 98125,4.0,$20,366,breakfast club,12306 Lake City Way NE Seattle WA 98125,3.2,$30,15
1187,1843,1595,balkan cafe & grill,11800 N Lamar Blvd Austin TX 78753,4.5,$20,177,santorini cafe,11800 N Lamar Blvd Austin TX 78753,3.3,$50,13
1188,1843,3174,balkan cafe & grill,11800 N Lamar Blvd Austin TX 78753,4.5,$20,177,peace bakery and deli,11220 N Lamar Blvd Austin TX 78753,3.1,$30,4
1189,1844,506,little deli & pizzeria,7101-A Woodrow Ave Austin TX 78757,4.5,$5,906,little deli & pizzeria,7101 A Woodrow Avenue Austin TX 78757,4.4,$50,30
1190,1847,2634,the original new orleans po-boy,1806 E 12th St Austin TX 78702,4.0,$20,22,the original new orleans po-boy and gumbo shop,1806 E 12th St Austin TX 78702,3.2,$35,8
1191,1849,1473,fu man dumpling house,14314 Greenwood Ave N Seattle WA 98133,4.0,$5,448,fu man dumpling house,14314 Greenwood Avenue North Seattle WA 98133,4.0,$35,29
1192,1851,1553,taste ,1300 1st Ave Seattle WA 98101,3.5,$20,189,taste ,1300 1st Avenue Seattle WA 98101,3.6,$75,25
1193,1863,175,pommes frites,128 Macdougal St New York NY 10012,4.5,$5,198,pommes frites,128 Macdougal St New York NY 10012,4.8,$35,85
1194,1863,531,pommes frites,128 Macdougal St New York NY 10012,4.5,$5,198,minetta tavern,113 Macdougal St New York NY 10012,4.3,$100,63
1195,1863,2699,pommes frites,128 Macdougal St New York NY 10012,4.5,$5,198,la lanterna di vittorio,129 Macdougal St New York NY 10012,4.0,$75,12
1196,1866,818,tan my ,1601 Ohlen Rd Austin TX 78758,4.5,$5,461,tan my,1601 Ohlen Road Austin TX 78758,3.6,$25,11
1197,1867,2985,north by northwest restaurant & brewery - slaughter,5701 W Slaughter Ln Austin TX 78749,3.5,$20,189,400 rabbits bar,5701 W Slaughter Lane Austin TX 78749,3.5,$15,2
1198,1868,2729,1776 cheesesteak co,1505 Town Creek Austin TX 78741,4.5,$20,38,buzzmill coffee,1505 Town Creek Drive Austin TX 78741,3.2,$25,4
1199,1870,2732,drink well,207 E 53rd St Austin TX 78751,4.0,$20,264,drink well,207 E 53rd St Austin TX 78751,3.2,$15,5
1200,1872,1898,salt & time,1912 E 7th St Austin TX 78702,3.5,$20,318,salt and time,1912 E 7th St Austin TX 78702,3.3,$50,10
1201,1873,138,juan in a million,2300 E Cesar Chavez St Austin TX 78702,4.0,$5,1180,juan in a million,2300 E Cesar Chavez St Austin TX 78702,4.0,$25,66
1202,1873,1415,juan in a million,2300 E Cesar Chavez St Austin TX 78702,4.0,$5,1180,counter culture,2337 E Cesar Chavez St Austin TX 78702,3.6,$30,12
1203,1875,2058,taqueria el coral,426 W Capitol Expy San Jose CA 95136,4.0,$5,277,taqueria el coral,426 West Capitol Expressway San Jose CA 95136,3.4,$20,1
1204,1876,1177,bibo’s ny pizza,1431 Bird Ave San Jose CA 95125,4.5,$5,650,bibo's ny pizza,1431 Bird Avenue San Jose CA 95125,3.6,$130,1
1205,1879,410,7 stars bar & grill,398 S Bascom Ave San Jose CA 95128,4.0,$5,187,mizu sushi bar & grill,1035 South Winchester Blvd San Jose CA 95128,3.8,$45,4
1206,1880,1657,wu ji’s mala house,1715 Lundy Ave San Jose CA 95131,3.5,$20,607,thai recipe,1715 Lundy Avenue San Jose CA 95131,3.3,$13,1
1207,1880,3084,wu ji’s mala house,1715 Lundy Ave San Jose CA 95131,3.5,$20,607,ma's,1715 Lundy Avenue San Jose CA 95131,3.0,$55,1
1208,1886,1202,kim tar ,1698 Hostetter Rd San Jose CA 95131,3.5,$5,239,hello desserts!,1698 Hostetter Road San Jose CA 95131,3.7,$40,2
1209,1886,1667,kim tar ,1698 Hostetter Rd San Jose CA 95131,3.5,$5,239,do re mi,1698 Hostetter Road San Jose CA 95131,3.5,$30,1
1210,1886,1861,kim tar ,1698 Hostetter Rd San Jose CA 95131,3.5,$5,239,goldilocks,1698 Hostetter Road San Jose CA 95131,3.2,$25,1
1211,1886,2237,kim tar ,1698 Hostetter Rd San Jose CA 95131,3.5,$5,239,kim tar,1698 Hostetter Road San Jose CA 95131,3.2,$60,2
1212,1887,374,cantinetta,3650 Wallingford Ave Seattle WA 98103,4.0,$45,297,cantinetta,3650 Wallingford Avenue N Seattle WA 98103,4.3,$60,40
1213,1888,770,cafe gourmet,840 Willow St San Jose CA 95125,4.0,$20,467,sweet mango,1040 Willow St San Jose CA 95125,3.8,$50,3
1214,1888,1168,cafe gourmet,840 Willow St San Jose CA 95125,4.0,$20,467,cafe gourmet,840 Willow St Suite 400 San Jose CA 95125,3.1,$35,1
1215,1897,2795,nino’s 46,39 W 46th St New York NY 10036,4.0,$20,739,sushi of gari 46,347 W 46th St New York NY 10036,3.6,$55,14
1216,1898,1157,dalat ,408 E William St San Jose CA 95112,4.0,$20,428,dalat,408 E William St San Jose CA 95112,3.5,$50,1
1217,1898,3085,dalat ,408 E William St San Jose CA 95112,4.0,$20,428,pho cong ly,460 E William St San Jose CA 95112,-,$13,1
1218,1899,2545,americana,219 Broadway E Seattle WA 98102,4.0,$20,719,mirch masala,213 Broadway E Seattle WA 98102,3.5,$40,16
1219,1899,2561,americana,219 Broadway E Seattle WA 98102,4.0,$20,719,americana,219 Broadway East Seattle WA 98102,3.3,$40,12
1220,1912,2314,the malt house fidi,9 Maiden Ln New York NY 10038,4.0,$20,160,the malt house,9 Maiden Lane New York NY 10038,3.0,$50,8
1221,1917,642,calle ocho,45 W 81st St New York NY 10024,4.0,$20,1996,call ocho,Excelsior Hotel 45 W 81st St New York NY 10024,4.2,$80,27
1222,1920,2586,the twilight exit,2514 E Cherry St Seattle WA 98122,4.0,$20,182,twilight exit,2514 East Cherry St Seattle WA 98122,3.6,$30,11
1223,1923,373,serious pie,1124 Pike St Seattle WA 98101,4.0,$20,222,starbucks reserve roastery & tasting room,1124 Pike St Seattle WA 98101,3.7,$25,28
1224,1923,2948,serious pie,1124 Pike St Seattle WA 98101,4.0,$20,222,rumba,1112 Pike St Seattle WA 98101,3.5,$60,9
1225,1925,373,rumba,1112 Pike St Seattle WA 98101,4.0,$20,271,starbucks reserve roastery & tasting room,1124 Pike St Seattle WA 98101,3.7,$25,28
1226,1925,2948,rumba,1112 Pike St Seattle WA 98101,4.0,$20,271,rumba,1112 Pike St Seattle WA 98101,3.5,$60,9
1227,1926,1153,chili & sesame korean kitchen,2429 2nd Ave Seattle WA 98121,4.0,$20,241,branzino,2429 2nd Avenue Seattle WA 98121,3.9,$45,38
1228,1927,1358,maudie’s milagro,3801 N Capital Of Texas Hwy Austin TX 78746,3.5,$20,225,maudie's milagro,3801 N Capital Of Texas Hwy Suite 200 Austin TX 78746,3.9,$40,15
1229,1929,898,tyson’s tacos,4905 Airport Blvd Austin TX 78751,4.0,$5,315,mrs. johnson's bakery,4909 Airport Blvd Austin TX 78751,3.5,$15,12
1230,1934,1077,san francisco bakery & café,2900 W Anderson Ln Austin TX 78757,4.0,$5,271,san francisco bakery and cafe,2900 W Anderson Lane Suite L Austin TX 78757,3.7,$25,12
1231,1935,516,kebabalicious,1720 Barton Springs Rd Austin TX 78704,4.5,$5,302,the mighty cone,1720 Barton Springs Road Austin TX 78704,4.1,$25,23
